"SexM","SexF","SexI","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","binaryClass"
1,0,0,0.743243243243243,0.689075630252101,0.123893805309735,0.422525234637861,0.323806321452589,0.269256089532587,0.397110114598904,0
1,0,0,0.655405405405405,0.647058823529412,0.141592920353982,0.305471931999292,0.221587088096839,0.272547728768927,0.257598405580468,0
0,1,0,0.52027027027027,0.504201680672269,0.115044247787611,0.182397733309722,0.147612642905178,0.149440421329822,0.162929745889387,1
0,1,0,0.675675675675676,0.663865546218487,0.141592920353982,0.345493182220648,0.210154673839946,0.30348913759052,0.327354260089686,0
1,0,0,0.662162162162162,0.621848739495798,0.119469026548673,0.286700903134408,0.228648285137861,0.219881500987492,0.252615844544096,0
1,0,0,0.648648648648649,0.647058823529412,0.132743362831858,0.266690278023729,0.205783456624075,0.200131665569454,0.257598405580468,0
1,0,0,0.702702702702703,0.689075630252101,0.154867256637168,0.394191606162564,0.269334229993275,0.333772218564845,0.387144992526158,0
0,1,0,0.743243243243243,0.739495798319328,0.146017699115044,0.446254648485922,0.340282447881641,0.418038183015142,0.387144992526158,0
1,0,0,0.837837837837838,0.848739495798319,0.168141592920354,0.528422171064282,0.394754539340955,0.450296247531271,0.48181365221724,0
1,0,0,0.797297297297297,0.80672268907563,0.172566371681416,0.568089250929697,0.386348352387357,0.510204081632653,0.476831091180867,0
1,0,0,0.621621621621622,0.638655462184874,0.132743362831858,0.256065167345493,0.180228648285138,0.181698485845951,0.247633283507723,1
1,0,0,0.533783783783784,0.53781512605042,0.115044247787611,0.184522755445369,0.143241425689307,0.173140223831468,0.142999501743896,1
1,0,0,0.533783783783784,0.529411764705882,0.115044247787611,0.184345670267399,0.134498991257566,0.174456879526004,0.162929745889387,1
0,1,0,0.540540540540541,0.53781512605042,0.110619469026549,0.204179210200106,0.185944855413584,0.111257406188282,0.152964623816642,0
0,0,1,0.385135135135135,0.352941176470588,0.084070796460177,0.0812820966885072,0.0699394754539341,0.0599078341013825,0.0732436472346786,1
1,0,0,0.641891891891892,0.638655462184874,0.128318584070796,0.297857269346556,0.21990585070612,0.251481237656353,0.252615844544096,0
1,0,0,0.614864864864865,0.638655462184874,0.141592920353982,0.312024083584204,0.211835911230666,0.215273206056616,0.332336821126059,0
1,0,0,0.614864864864865,0.605042016806723,0.123893805309735,0.255710996989552,0.208137188971083,0.219881500987492,0.202790234180369,0
1,0,0,0.716216216216216,0.697478991596639,0.141592920353982,0.414910571985125,0.333893745796907,0.315997366688611,0.342301943198804,0
0,1,0,0.601351351351351,0.596638655462185,0.13716814159292,0.256773508057376,0.19502353732347,0.240947992100066,0.232685600398605,0
0,1,0,0.635135135135135,0.630252100840336,0.146017699115044,0.283336284752966,0.19670477471419,0.240289664252798,0.277528649725959,0
0,1,0,0.574324324324324,0.579831932773109,0.110619469026549,0.235700371878874,0.174848688634835,0.1724818959842,0.217737917289487,0
0,1,0,0.587837837837838,0.563025210084034,0.119469026548673,0.223658579776873,0.1546738399462,0.235023041474654,0.197807673143996,1
0,1,0,0.486486486486487,0.571428571428572,0.0929203539823009,0.128032583672747,0.0907868190988568,0.128373930217248,0.128051818634778,1
1,0,0,0.567567567567568,0.571428571428572,0.110619469026549,0.191074907030282,0.159045057162071,0.176431863067808,0.152964623816642,1
1,0,0,0.527027027027027,0.512605042016807,0.0929203539823009,0.151939082698778,0.114996637525219,0.140223831468071,0.172894867962133,1
0,0,1,0.486486486486487,0.445378151260504,0.0707964601769911,0.117053302638569,0.0991930060524546,0.0829493087557604,0.103139013452915,1
1,0,0,0.472972972972973,0.495798319327731,0.0929203539823009,0.138480609173012,0.0867518493611298,0.0822909809084924,0.162929745889387,1
0,1,0,0.635135135135135,0.596638655462185,0.110619469026549,0.244908801133345,0.199394754539341,0.19157340355497,0.207772795216741,0
0,1,0,0.614864864864865,0.605042016806723,0.101769911504425,0.208783424827342,0.156018829858776,0.208031599736669,0.177877428998505,0
0,1,0,0.560810810810811,0.53781512605042,0.119469026548673,0.216221002302107,0.171149966375252,0.133640552995392,0.217737917289487,0
1,0,0,0.493243243243243,0.478991596638656,0.0929203539823009,0.141668142376483,0.0870880968392737,0.125082290980908,0.162929745889387,0
0,1,0,0.655405405405405,0.630252100840336,0.132743362831858,0.311846998406233,0.232347007397445,0.225806451612903,0.307424015944195,1
1,0,0,0.445945945945946,0.420168067226891,0.0752212389380531,0.0915530370108022,0.0763281775386685,0.0776826859776168,0.083208769307424,1
0,1,0,0.533783783783784,0.521008403361345,0.0929203539823009,0.148220293961395,0.108944182918628,0.135615536537195,0.138016940707524,1
0,0,1,0.418918918918919,0.403361344537815,0.0752212389380531,0.0890738445192137,0.0685944855413584,0.0750493745885451,0.083208769307424,1
0,1,0,0.594594594594595,0.621848739495798,0.123893805309735,0.270586151939083,0.203765971755212,0.226464779460171,0.252615844544096,0
1,0,0,0.398648648648649,0.352941176470588,0.0663716814159292,0.075084115459536,0.0598520511096167,0.0664911125740619,0.068261086198306,1
0,0,1,0.385135135135135,0.378151260504202,0.0707964601769911,0.0614485567557995,0.0537995965030262,0.0658327847267939,0.068261086198306,1
0,0,1,0.263513513513513,0.235294117647059,0.0530973451327434,0.0251460952718257,0.0184936112979153,0.0302830809743252,0.0284005979073244,1
0,0,1,0.405405405405405,0.369747899159664,0.079646017699115,0.083584204002125,0.0716207128446537,0.0710994075049375,0.068261086198306,1
0,0,1,0.418918918918919,0.394957983193277,0.0752212389380531,0.0880113334513901,0.0746469401479489,0.0796576695194207,0.0782262082710513,1
1,0,0,0.844594594594595,0.80672268907563,0.141592920353982,0.610412608464671,0.422999327505044,0.346280447662936,0.536621823617339,0
1,0,0,0.858108108108108,0.815126050420168,0.146017699115044,0.693111386576943,0.514794889038332,0.342988808426596,0.775784753363229,0
1,0,0,0.702702702702703,0.714285714285714,0.146017699115044,0.446254648485922,0.324478816408877,0.371955233706386,0.407075236671649,0
0,1,0,0.493243243243243,0.495798319327731,0.110619469026549,0.142199397910395,0.117014122394082,0.0822909809084924,0.127055306427504,1
0,1,0,0.337837837837838,0.34453781512605,0.079646017699115,0.0671152824508589,0.0564895763281775,0.0467412771560237,0.0602889885401096,1
0,0,1,0.371621621621622,0.34453781512605,0.084070796460177,0.0740216043917124,0.0571620712844654,0.0730743910467413,0.0662680617837569,1
0,0,1,0.256756756756757,0.243697478991597,0.0575221238938053,0.0338232689923853,0.0262273032952253,0.0263331138907176,0.0264075734927753,1
0,1,0,0.472972972972973,0.46218487394958,0.101769911504425,0.143084823800248,0.109280430396772,0.105990783410138,0.133532635774788,1
0,1,0,0.310810810810811,0.294117647058824,0.0707964601769911,0.054542234814946,0.0447209145931406,0.0447662936142199,0.0463378176382661,1
1,0,0,0.364864864864865,0.336134453781513,0.079646017699115,0.0703028156543297,0.062542030934768,0.0381830151415405,0.0612855007473842,1
0,1,0,0.445945945945946,0.453781512605042,0.0973451327433628,0.125199220825217,0.100874243443174,0.0822909809084924,0.115097159940209,1
1,0,0,0.405405405405405,0.386554621848739,0.084070796460177,0.0888967593412431,0.0638870208473437,0.0750493745885451,0.0906826108619831,1
0,1,0,0.662162162162162,0.65546218487395,0.13716814159292,0.291836373295555,0.228648285137861,0.269914417379855,0.245142002989537,0
0,1,0,0.641891891891892,0.663865546218487,0.128318584070796,0.261731893040552,0.197713517148621,0.188281764318631,0.264075734927753,0
1,0,0,0.777027027027027,0.781512605042017,0.168141592920354,0.475473702851071,0.348352387357095,0.402238314680711,0.44344793223717,0
1,0,0,0.655405405405405,0.672268907563025,0.13716814159292,0.28156543297326,0.227975790181574,0.249506254114549,0.240159441953164,0
1,0,0,0.540540540540541,0.53781512605042,0.115044247787611,0.182574818487693,0.138870208473436,0.152732060566162,0.16791230692576,0
0,1,0,0.560810810810811,0.546218487394958,0.110619469026549,0.193731184699841,0.16408876933423,0.140882159315339,0.171898355754858,0
1,0,0,0.52027027027027,0.495798319327731,0.106194690265487,0.18168939259784,0.149966375252186,0.141540487162607,0.154459392127554,0
0,0,1,0.277027027027027,0.252100840336134,0.0707964601769911,0.044271294492651,0.0342972427706792,0.0506912442396313,0.0403587443946188,1
0,0,1,0.135135135135135,0.126050420168067,0.0486725663716814,0.0104480255002656,0.00638870208473436,0.00789993416721527,0.0109616342800199,1
0,0,1,0.128378378378378,0.126050420168067,0.084070796460177,0.00991676996635382,0.00806993947545393,0.00987491770901909,0.00847035376183358,1
1,0,0,0.695945945945946,0.705882352941176,0.128318584070796,0.372233044094209,0.296234028244788,0.344305464121132,0.322371699053313,0
0,1,0,0.716216216216216,0.747899159663866,0.163716814159292,0.395431202408358,0.314727639542703,0.339697169190257,0.332336821126059,1
0,1,0,0.756756756756757,0.773109243697479,0.168141592920354,0.485036302461484,0.339946200403497,0.400921658986175,0.446935724962631,0
0,1,0,0.716216216216216,0.722689075630252,0.141592920353982,0.373472640340004,0.248150638870208,0.309414088215931,0.35226706527155,0
0,1,0,0.662162162162162,0.663865546218487,0.119469026548673,0.349389056136001,0.259583053127102,0.196181698485846,0.307424015944195,0
1,0,0,0.594594594594595,0.588235294117647,0.115044247787611,0.25500265627767,0.214525891055817,0.171823568136932,0.207772795216741,0
0,1,0,0.675675675675676,0.680672268907563,0.168141592920354,0.351336993093678,0.262945527908541,0.318630678077683,0.337319382162432,0
1,0,0,0.77027027027027,0.722689075630252,0.190265486725664,0.535505578183106,0.366509751176866,0.343647136273864,0.631290483308421,0
0,1,0,0.682432432432432,0.672268907563025,0.150442477876106,0.320701257304764,0.25084061869536,0.280447662936142,0.282511210762332,0
0,1,0,0.675675675675676,0.680672268907563,0.146017699115044,0.397379139366035,0.200067249495629,0.234364713627386,0.436970602889885,0
1,0,0,0.716216216216216,0.689075630252101,0.146017699115044,0.373295555162033,0.282784129119032,0.325213956550362,0.337319382162432,0
0,1,0,0.716216216216216,0.722689075630252,0.141592920353982,0.432087834248273,0.355749831876261,0.338380513495721,0.277528649725959,0
1,0,0,0.722972972972973,0.722689075630252,0.154867256637168,0.440056667256951,0.365164761264291,0.390388413429888,0.342301943198804,0
0,1,0,0.878378378378378,0.848739495798319,0.185840707964602,0.757570391358243,0.4364492266308,0.523370638578012,1,0
0,1,0,0.777027027027027,0.823529411764706,0.20353982300885,0.619798122897114,0.37626092804304,0.380513495720869,0.810662680617838,0
1,0,0,0.878378378378378,0.865546218487395,0.168141592920354,0.902426066938197,0.719233355749832,0.635286372613561,0.720976581963129,0
0,1,0,0.878378378378378,0.873949579831933,0.154867256637168,0.751549495307243,0.5137861466039,0.593811718235681,0.845540607872447,0
0,1,0,0.817567567567568,0.865546218487395,0.18141592920354,0.651673454931822,0.419636852723605,0.536537195523371,0.646238166417539,0
1,0,0,0.851351351351351,0.848739495798319,0.194690265486726,0.70090313440765,0.549092131809011,0.405529953917051,0.755854509217738,0
0,1,0,0.817567567567568,0.773109243697479,0.154867256637168,0.572516380378962,0.343981170141224,0.537853851217906,0.616342800199303,0
1,0,0,0.837837837837838,0.831932773109244,0.190265486725664,0.69222596068709,0.47848016139879,0.711652402896642,0.586447433981066,0
0,1,0,0.614864864864865,0.571428571428572,0.128318584070796,0.273773685142554,0.206455951580363,0.221856484529296,0.252615844544096,1
1,0,0,0.608108108108108,0.638655462184874,0.13716814159292,0.376483088365504,0.326160053799596,0.306122448979592,0.282511210762332,1
0,1,0,0.601351351351351,0.588235294117647,0.101769911504425,0.274127855498495,0.214525891055817,0.242264647794602,0.217737917289487,1
0,0,1,0.216216216216216,0.176470588235294,0.0353982300884956,0.0162918363732956,0.011768661735037,0.0230414746543779,0.0134529147982063,1
0,0,1,0.385135135135135,0.34453781512605,0.079646017699115,0.0625110678236232,0.0427034297242771,0.0480579328505596,0.0732436472346786,1
0,0,1,0.324324324324324,0.260504201680672,0.0530973451327434,0.0435629537807685,0.0396772024209818,0.0487162606978275,0.0333831589436971,1
0,0,1,0.324324324324324,0.319327731092437,0.0752212389380531,0.0501151053656809,0.034969737726967,0.0618828176431863,0.0483308420528152,1
0,0,1,0.202702702702703,0.176470588235294,0.0398230088495575,0.0157605808393837,0.0161398789509079,0.0190915075707702,0.0134529147982063,1
1,0,0,0.682432432432432,0.705882352941176,0.132743362831858,0.342836904551089,0.258238063214526,0.28439763001975,0.347284504235177,0
1,0,0,0.668918918918919,0.714285714285714,0.15929203539823,0.332034708694882,0.267652992602555,0.262672811059908,0.292476332835077,0
1,0,0,0.763513513513514,0.764705882352941,0.154867256637168,0.48379670621569,0.345662407531943,0.349572086899276,0.566517189835576,0
0,1,0,0.655405405405405,0.663865546218487,0.141592920353982,0.361785018593944,0.28782784129119,0.352205398288348,0.29745889387145,0
0,1,0,0.736486486486487,0.705882352941176,0.154867256637168,0.359305826102355,0.292199058507061,0.28110599078341,0.322371699053313,0
0,1,0,0.77027027027027,0.764705882352941,0.176991150442478,0.554453692225961,0.416946872898453,0.4825543120474,0.456900847035376,0
1,0,0,0.736486486486487,0.73109243697479,0.168141592920354,0.430671152824509,0.366173503698722,0.38973008558262,0.35226706527155,0
0,1,0,0.75,0.714285714285714,0.132743362831858,0.372055958916239,0.262945527908541,0.441737985516787,0.282511210762332,0
0,1,0,0.75,0.747899159663866,0.163716814159292,0.489109261554808,0.362474781439139,0.435813034891376,0.377179870453413,0
0,1,0,0.75,0.714285714285714,0.141592920353982,0.423941916061626,0.353396099529253,0.440421329822251,0.312406576980568,0
0,1,0,0.689189189189189,0.680672268907563,0.150442477876106,0.329555516203294,0.244788164088769,0.356155365371955,0.287493771798705,1
1,0,0,0.72972972972973,0.714285714285714,0.15929203539823,0.409952187001948,0.325151311365165,0.28439763001975,0.322371699053313,0
1,0,0,0.722972972972973,0.722689075630252,0.150442477876106,0.361430848238002,0.281102891728312,0.315997366688611,0.357249626307922,0
1,0,0,0.682432432432432,0.663865546218487,0.132743362831858,0.327607579245617,0.184936112979153,0.238314680710994,0.357249626307922,0
0,0,1,0.378378378378378,0.369747899159664,0.0752212389380531,0.0772091375951833,0.0611970410221923,0.0783410138248848,0.147982062780269,1
0,1,0,0.587837837837838,0.579831932773109,0.123893805309735,0.287763414202231,0.308002689979825,0.258064516129032,0.192825112107623,0
1,0,0,0.574324324324324,0.588235294117647,0.13716814159292,0.27271117407473,0.232010759919301,0.201448321263989,0.24265072247135,0
0,1,0,0.581081081081081,0.596638655462185,0.132743362831858,0.227377368514255,0.190988567585743,0.190256747860434,0.207772795216741,0
1,0,0,0.763513513513514,0.747899159663866,0.163716814159292,0.460952718257482,0.298251513113652,0.346280447662936,0.461883408071749,0
1,0,0,0.655405405405405,0.663865546218487,0.141592920353982,0.325836727465911,0.289845326160054,0.233706385780118,0.257598405580468,0
1,0,0,0.689189189189189,0.680672268907563,0.163716814159292,0.325836727465911,0.243779421654338,0.279789335088874,0.282511210762332,0
0,1,0,0.506756756756757,0.487394957983193,0.106194690265487,0.146803612537631,0.110625420309348,0.124423963133641,0.133034379671151,1
1,0,0,0.574324324324324,0.579831932773109,0.146017699115044,0.291482202939614,0.17014122394082,0.269256089532587,0.282511210762332,0
0,1,0,0.574324324324324,0.579831932773109,0.128318584070796,0.222418983531078,0.156691324815064,0.192231731402238,0.227703039362232,0
0,1,0,0.614864864864865,0.638655462184874,0.150442477876106,0.288117584558172,0.200067249495629,0.203423304805793,0.272546088689586,0
1,0,0,0.466216216216216,0.470588235294118,0.101769911504425,0.129980520630423,0.114324142568931,0.0928242264647794,0.118086696562033,1
0,1,0,0.493243243243243,0.478991596638656,0.123893805309735,0.17000177085178,0.124411566913248,0.142198815009875,0.157947184853014,1
0,0,1,0.439189189189189,0.411764705882353,0.0973451327433628,0.110855321409598,0.0726294552790854,0.0875576036866359,0.118086696562033,1
0,0,1,0.486486486486487,0.478991596638656,0.0973451327433628,0.133699309367806,0.0998655010087424,0.111257406188282,0.118086696562033,1
0,1,0,0.608108108108108,0.605042016806723,0.150442477876106,0.294138480609173,0.184599865501009,0.221198156682028,0.307424015944195,0
0,0,1,0.398648648648649,0.378151260504202,0.084070796460177,0.0933238887905082,0.0813718897108272,0.0678077682685978,0.0782262082710513,1
0,1,0,0.560810810810811,0.521008403361345,0.128318584070796,0.224012750132814,0.133490248823134,0.213298222514812,0.217737917289487,0
1,0,0,0.351351351351351,0.327731092436975,0.079646017699115,0.0633964937134762,0.0501008742434432,0.053982883475971,0.0582959641255605,1
0,1,0,0.459459459459459,0.453781512605042,0.0929203539823009,0.133876394545777,0.106590450571621,0.102699144173799,0.118086696562033,0
1,0,0,0.574324324324324,0.588235294117647,0.123893805309735,0.217283513369931,0.161398789509079,0.177748518762344,0.202790234180369,1
