"Whether_of_not_the_TA_is_a_native_English_speaker1","Whether_of_not_the_TA_is_a_native_English_speaker2","Course_instructor","Course","Summer_or_regular_semester1","Summer_or_regular_semester2","Class_size","binaryClass"
0,1,0.0523919535989127,0.981509737945522,0,1,0.785841489191376,0
0,1,1.07791593422948,-0.869310257815342,0,1,1.09606910976104,0
0,1,1.22441936003385,-0.72693948891066,0,1,0.0102724377672075,0
0,1,-0.387118323814188,-1.01168102672002,0,1,1.79408125604279,0
0,1,0.63840565681638,-0.442197951101297,0,1,-0.687739708514544,0
0,1,-0.0941114722054541,-1.01168102672002,0,1,0.242943153194458,0
1,0,-0.0941114722054541,-0.72693948891066,1,0,-1.15308113936904,0
0,1,-1.26613887864039,-0.869310257815342,0,1,0.708284584048959,0
0,1,0.345398805207646,-0.0150856443872511,0,1,0.630727678906542,0
0,1,-1.41264230444475,1.1238805068502,0,1,-0.53262589822971,0
0,1,-1.26613887864039,-0.869310257815342,0,1,1.56141054061554,0
0,1,0.0523919535989127,0.981509737945522,0,1,0.785841489191376,0
1,0,1.37092278583821,-0.72693948891066,1,0,-0.222398277660043,1
1,0,-0.0941114722054541,-0.72693948891066,1,0,-0.842853518799378,1
0,1,0.345398805207646,1.55099281356425,0,1,-1.30819494965388,1
0,1,-0.680125175422921,-0.869310257815342,0,1,0.863398394333793,1
0,1,-0.0941114722054541,-0.72693948891066,1,0,-1.30819494965388,1
0,1,0.63840565681638,1.83573435137361,0,1,-0.687739708514544,1
1,0,1.22441936003385,-0.72693948891066,0,1,1.32873982518829,1
0,1,-0.973132027031655,0.412026662326794,1,0,-0.610182803372127,1
0,1,1.37092278583821,-0.72693948891066,1,0,-0.610182803372127,1
1,0,1.37092278583821,-0.72693948891066,1,0,-0.610182803372127,1
1,0,1.37092278583821,-0.72693948891066,0,1,0.785841489191376,1
0,1,0.0523919535989127,1.97810512027829,0,1,-0.842853518799378,1
1,0,0.491902231012013,1.26625127575489,0,1,-0.687739708514544,1
0,1,-0.680125175422921,-0.442197951101297,0,1,-0.29995518280246,1
0,1,0.63840565681638,2.40521742699234,0,1,-0.222398277660043,1
1,0,0.491902231012013,1.26625127575489,0,1,0.242943153194458,1
0,1,-1.85215258185786,0.981509737945522,0,1,0.242943153194458,1
0,1,-1.85215258185786,-0.0150856443872511,0,1,-0.765296613656961,0
1,0,-0.387118323814188,1.1238805068502,0,1,-0.455068993087293,0
1,0,1.22441936003385,0.696768200136158,0,1,-0.0672844673752093,0
0,1,-0.680125175422921,-0.869310257815342,0,1,-1.07552423422663,0
0,1,-0.0941114722054541,-1.01168102672002,0,1,-0.610182803372127,0
1,0,-1.11963545283602,1.26625127575489,0,1,0.553170773764125,0
0,1,1.37092278583821,-0.72693948891066,1,0,-0.610182803372127,0
1,0,1.37092278583821,-0.72693948891066,1,0,-0.610182803372127,0
0,1,-1.11963545283602,1.26625127575489,0,1,0.708284584048959,0
1,0,1.22441936003385,-0.72693948891066,0,1,-0.997967329084211,0
0,1,0.931412508425113,-0.869310257815342,0,1,-0.222398277660043,0
0,1,1.37092278583821,-0.72693948891066,0,1,-1.3857518547963,0
0,1,0.931412508425113,-0.869310257815342,0,1,-1.07552423422663,0
1,0,1.37092278583821,-0.72693948891066,0,1,0.785841489191376,0
0,1,-0.0941114722054541,-1.01168102672002,0,1,0.0878293429096243,0
0,1,-0.533621749618554,-0.72693948891066,0,1,-0.687739708514544,0
0,1,-0.973132027031655,0.412026662326794,0,1,0.165386248052041,0
1,0,0.0523919535989127,0.981509737945522,0,1,0.320500058336875,0
0,1,-0.826628601227288,-0.72693948891066,0,1,-0.0672844673752093,0
0,1,-0.240614898009821,-0.157456413291933,0,1,0.475613868621708,0
0,1,-0.826628601227288,-0.157456413291933,0,1,-0.377512087944877,0
0,1,0.198895379403279,-1.01168102672002,0,1,2.95743483317905,0
0,1,1.37092278583821,-0.72693948891066,0,1,-1.23063804451146,0
0,1,-1.70564915605349,0.127285124517431,0,1,0.0878293429096243,0
0,1,0.198895379403279,-1.01168102672002,0,1,-0.687739708514544,0
0,1,0.931412508425113,-0.869310257815342,0,1,-1.92865019079321,0
0,1,-0.0941114722054541,0.83913896904084,0,1,-0.842853518799378,1
0,1,-0.680125175422921,-0.299827182196615,0,1,-1.61842257022355,1
1,0,-0.533621749618554,-0.72693948891066,0,1,-0.53262589822971,1
0,1,0.0523919535989127,0.981509737945522,0,1,0.630727678906542,1
1,0,-0.0941114722054541,-1.01168102672002,0,1,2.02675197147004,1
1,0,-0.826628601227288,-0.72693948891066,0,1,0.0878293429096243,1
0,1,0.931412508425113,-0.869310257815342,0,1,1.32873982518829,1
0,1,1.22441936003385,-1.01168102672002,0,1,-1.30819494965388,0
0,1,0.63840565681638,0.554397431231476,0,1,-0.920410423941794,0
0,1,0.931412508425113,0.981509737945522,0,1,-0.765296613656961,0
1,0,0.491902231012013,1.40862204465957,0,1,1.25118292004588,0
0,1,0.0523919535989127,2.12047588918298,0,1,-0.842853518799378,0
0,1,1.51742621164258,2.54758819589702,0,1,-0.53262589822971,0
0,1,-0.680125175422921,2.26284665808766,0,1,-0.610182803372127,0
0,1,-0.240614898009821,-0.0150856443872511,0,1,-0.29995518280246,0
0,1,-0.680125175422921,-0.299827182196615,0,1,-1.77353638050838,0
0,1,1.22441936003385,-1.01168102672002,0,1,1.09606910976104,0
0,1,-0.973132027031655,0.412026662326794,0,1,0.165386248052041,0
0,1,-0.533621749618554,-0.72693948891066,0,1,-0.687739708514544,0
0,1,1.37092278583821,-0.72693948891066,0,1,-1.30819494965388,0
0,1,0.491902231012013,1.40862204465957,0,1,0.0878293429096243,0
0,1,0.345398805207646,1.69336358246893,0,1,-0.997967329084211,0
0,1,-1.55914573024912,-0.869310257815342,0,1,0.708284584048959,0
0,1,0.784909082620747,-0.584568720005978,0,1,-1.3857518547963,0
0,1,1.37092278583821,-0.72693948891066,0,1,-0.29995518280246,0
0,1,-1.55914573024912,-0.869310257815342,0,1,-0.144841372517626,0
0,1,-0.533621749618554,-0.72693948891066,0,1,-1.23063804451146,0
1,0,0.63840565681638,-0.157456413291933,0,1,1.56141054061554,0
0,1,1.22441936003385,-1.01168102672002,0,1,1.79408125604279,0
0,1,-1.70564915605349,0.269655893422112,0,1,-0.0672844673752093,0
