"loc","v.g.","ev.g.","iv.g.","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","defects"
0.198606271777003,0.181818181818182,0,0.181818181818182,0.174502712477396,0.129707456413961,0.025,0.385116279069767,0.257018543457992,0.0654599760944702,0.128787878787879,0.0654598817155676,0.190839694656489,0.0454545454545455,0.0344827586206897,0,0.405405405405405,0.208333333333333,0.182890855457227,0.161214953271028,0.181818181818182,0
0.222996515679443,0.113636363636364,0,0.0909090909090909,0.140144665461121,0.101194369868238,0.025,0.36706976744186,0.210400911633689,0.0486701021180467,0.102272727272727,0.0486698543168498,0.206106870229008,0.0909090909090909,0.0862068965517241,0,0.378378378378378,0.183333333333333,0.13716814159292,0.144859813084112,0.113636363636364,0
0.400696864111498,0.227272727272727,0.12,0.159090909090909,0.26130198915009,0.214688552082255,0.02,0.494883720930233,0.331036983321247,0.139229499090081,0.215909090909091,0.13922971031841,0.33587786259542,0.318181818181818,0.206896551724138,0,0.513513513513514,0.333333333333333,0.261061946902655,0.261682242990654,0.227272727272727,0
0.0801393728222997,0.0681818181818182,0,0.0681818181818182,0.0669077757685353,0.0439244735958135,0.045,0.21153488372093,0.158499948202631,0.0121725901299527,0.0454545454545455,0.0121725897551849,0.0763358778625954,0,0,0,0.297297297297297,0.125,0.0634218289085546,0.0724299065420561,0.0681818181818182,0
0.264808362369338,0.409090909090909,0.44,0.409090909090909,0.208860759493671,0.157299951255364,0.015,0.544186046511628,0.220604993266342,0.112174095655555,0.159090909090909,0.112174030626269,0.232824427480916,0.159090909090909,0.120689655172414,0,0.486486486486487,0.2,0.225663716814159,0.182242990654206,0.409090909090909,0
0.0278745644599303,0,0,0,0.011754068716094,0.00588471514695371,0.145,0.0651162790697674,0.0689940950999689,0.000502211321546371,0.00757575757575758,0.000502088154709653,0.0190839694656489,0,0,0,0.189189189189189,0.0416666666666667,0.0117994100294985,0.0116822429906542,0,0
0.0522648083623693,0.0227272727272727,0,0.0227272727272727,0.038878842676311,0.0242157291111554,0.09,0.101023255813953,0.182948306226044,0.00320489147423314,0.0227272727272727,0.00320482979987409,0.049618320610687,0,0.0172413793103448,0,0.216216216216216,0.116666666666667,0.0353982300884956,0.044392523364486,0.0227272727272727,0
0.320557491289199,0.136363636363636,0.08,0.113636363636364,0.232368896925859,0.189302194013755,0.015,0.55553488372093,0.260074588210919,0.137798480071844,0.189393939393939,0.13779826031442,0.270992366412214,0.0909090909090909,0.258620689655172,0,0.594594594594595,0.291666666666667,0.238938053097345,0.22196261682243,0.125,0
0.0766550522648084,0,0,0,0.0605786618444846,0.0387923958367535,0.105,0.0881860465116279,0.33600953071584,0.00447855381858404,0.0378787878787879,0.00447833816579328,0.0687022900763359,0,0.0172413793103448,0,0.189189189189189,0.141666666666667,0.0648967551622419,0.0537383177570093,0,0
0.101045296167247,0,0,0,0.0189873417721519,0.0108399988887233,0.15,0.061953488372093,0.133378224386201,0.000880901810451494,0.0113636363636364,0.000881148086079855,0.0687022900763359,0,0.0172413793103448,0,0.135135135135135,0.1,0.00737463126843658,0.0373831775700935,0,0
0.101045296167247,0,0,0,0.0488245931283906,0.0136383956195494,0.015,0.725581395348837,0.0143478711281467,0.0129678401566535,0.0151515151515152,0.0129678397574016,0.106870229007634,0,0,0,0.0810810810810811,0.00833333333333333,0.0412979351032448,0.0607476635514019,0,0
0.118466898954704,0.0454545454545454,0,0.0454545454545454,0.0976491862567812,0.0669215868020741,0.04,0.241860465116279,0.2111260747954,0.0212105774349544,0.0681818181818182,0.0212107307211449,0.114503816793893,0,0.0517241379310345,0,0.324324324324324,0.15,0.101769911504425,0.0911214953271028,0.0454545454545455,0
0.0836236933797909,0.0681818181818182,0,0.0681818181818182,0.0515370705244123,0.0294223129203593,0.035,0.251162790697674,0.089402258365275,0.0096837007703519,0.0303030303030303,0.00968376204789899,0.0763358778625954,0,0.0517241379310345,0,0.243243243243243,0.0666666666666667,0.0486725663716814,0.0560747663551402,0.0681818181818182,0
0.0662020905923345,0.136363636363636,0.24,0.0454545454545454,0.0488245931283906,0.0304098337883675,0.05,0.178232558139535,0.130166787527194,0.00710509563150965,0.0303030303030303,0.00710515698844643,0.0534351145038168,0,0.0172413793103448,0,0.27027027027027,0.1,0.0457227138643068,0.0537383177570093,0.136363636363636,0
0.411149825783972,0.295454545454545,0,0.295454545454545,0.26130198915009,0.202717071482872,0.015,0.57153488372093,0.270641251424428,0.151847897210224,0.204545454545455,0.151847861747311,0.324427480916031,0.590909090909091,0.103448275862069,0,0.486486486486487,0.241666666666667,0.28023598820059,0.231308411214953,0.295454545454545,0
0.118466898954704,0.0681818181818182,0,0.0681818181818182,0.0705244122965642,0.0457416635306776,0.035,0.266232558139535,0.131150937532373,0.0159559236290273,0.0454545454545455,0.0159559847134662,0.118320610687023,0,0.0344827586206897,0,0.324324324324324,0.108333333333333,0.0693215339233038,0.0724299065420561,0.0681818181818182,0
0.111498257839721,0.0681818181818182,0,0.0681818181818182,0.066003616636528,0.0422663982765109,0.035,0.269767441860465,0.119548326944991,0.0149418951784111,0.0416666666666667,0.014941833142695,0.114503816793893,0,0.0172413793103448,0,0.324324324324324,0.1,0.0648967551622419,0.0677570093457944,0.0681818181818182,0
0.0557491289198606,0.0227272727272727,0,0.0227272727272727,0.0226039783001808,0.0116822960996714,0.08,0.11906976744186,0.0748471977623537,0.0018228559167972,0.0113636363636364,0.00182270192145701,0.0458015267175573,0,0.0517241379310345,0,0.216216216216216,0.0416666666666667,0.0250737463126844,0.0186915887850467,0.0227272727272727,0
0.149825783972125,0.0454545454545454,0,0.0454545454545454,0.114828209764919,0.0762575737294193,0.03,0.297674418604651,0.195483269449912,0.0297469999631469,0.0757575757575758,0.0297467835323952,0.145038167938931,0.0454545454545455,0.0344827586206897,0,0.324324324324324,0.125,0.128318584070796,0.0934579439252336,0.0454545454545455,0
0.289198606271777,0.318181818181818,0.32,0.318181818181818,0.207956600361664,0.170144036611515,0.02,0.469953488372093,0.276338961980731,0.104768972478161,0.170454545454545,0.104769061616081,0.274809160305344,0,0.172413793103448,0,0.567567567567568,0.308333333333333,0.207964601769911,0.207943925233645,0.318181818181818,0
0.191637630662021,0.0454545454545454,0,0.0454545454545454,0.135623869801085,0.0971596778307879,0.035,0.262139534883721,0.282917227804827,0.0333690975199129,0.0984848484848485,0.0333689117654883,0.16412213740458,0.0681818181818182,0.0689655172413793,0,0.324324324324324,0.191666666666667,0.141592920353982,0.126168224299065,0.0454545454545455,0
0.198606271777003,0.0454545454545454,0,0.0454545454545454,0.172694394213382,0.128363821882553,0.025,0.390697674418605,0.250699264477365,0.065720502835699,0.128787878787879,0.0657203468730881,0.175572519083969,0.0454545454545455,0.0517241379310345,0,0.405405405405405,0.208333333333333,0.178466076696165,0.163551401869159,0.0454545454545455,0
0.268292682926829,0.136363636363636,0,0.113636363636364,0.192585895117541,0.150224402120518,0.03,0.329488372093023,0.348026520252771,0.0648480061068306,0.151515151515152,0.0648480656859876,0.251908396946565,0.0909090909090909,0.103448275862069,0,0.378378378378378,0.283333333333333,0.187315634218289,0.200934579439252,0.136363636363636,0
0.257839721254355,0.159090909090909,0.08,0.159090909090909,0.226039783001808,0.171309614311223,0.015,0.541395348837209,0.241479332849891,0.121522270495168,0.170454545454545,0.121522513056509,0.240458015267176,0.113636363636364,0.0862068965517241,0,0.459459459459459,0.216666666666667,0.237463126843658,0.207943925233645,0.159090909090909,0
0.0383275261324042,0,0,0,0.0198915009041591,0.00961128046855466,0.15,0.061953488372093,0.118253392727649,0.000781056830327973,0.0113636363636364,0.000780841291375167,0.0229007633587786,0.0227272727272727,0.0517241379310345,0,0.135135135135135,0.05,0.0206489675516224,0.0186915887850467,0,0
0.0348432055749129,0,0,0,0.0198915009041591,0.00961128046855466,0.15,0.061953488372093,0.118253392727649,0.000781056830327973,0.0113636363636364,0.000780841291375167,0.0229007633587786,0.0227272727272727,0.0344827586206897,0,0.135135135135135,0.05,0.0206489675516224,0.0186915887850467,0,0
0.236933797909408,0.204545454545455,0,0.204545454545455,0.179927667269439,0.133739622822592,0.02,0.465116279069767,0.219413653786388,0.0815157139157763,0.132575757575758,0.0815156190425523,0.206106870229008,0.159090909090909,0.103448275862069,0,0.432432432432432,0.2,0.182890855457227,0.175233644859813,0.204545454545455,0
0.132404181184669,0.0909090909090909,0.08,0.0909090909090909,0.0777576853526221,0.054301019596354,0.045,0.217116279069767,0.190925101004869,0.0154452456502086,0.053030303030303,0.0154450296597771,0.125954198473282,0.0227272727272727,0.0172413793103448,0,0.378378378378378,0.15,0.0825958702064897,0.0700934579439252,0.0795454545454545,0
0.181184668989547,0.0909090909090909,0,0.0909090909090909,0.102169981916817,0.0731939859726575,0.05,0.17953488372093,0.31104319900549,0.0172242288884132,0.071969696969697,0.0172239512675232,0.179389312977099,0,0,0,0.324324324324324,0.191666666666667,0.112094395280236,0.0864485981308411,0.0795454545454545,0
0.177700348432056,0.0909090909090909,0,0.0909090909090909,0.096745027124774,0.0687425651801657,0.05,0.182697674418605,0.287164612037708,0.0164549022268879,0.0681818181818182,0.0164547477810585,0.175572519083969,0,0.0172413793103448,0,0.324324324324324,0.183333333333333,0.104719764011799,0.0841121495327103,0.0795454545454545,0
0.101045296167247,0.0227272727272727,0,0.0227272727272727,0.0669077757685353,0.0416728755041786,0.04,0.232558139534884,0.13674505335129,0.0126998935448696,0.0416666666666667,0.0127001702444604,0.0916030534351145,0.0454545454545455,0.0344827586206897,0,0.27027027027027,0.1,0.0648967551622419,0.0700934579439252,0.0227272727272727,0
0.0905923344947735,0.0454545454545454,0,0.0454545454545454,0.069620253164557,0.0498748550920465,0.07,0.132093023255814,0.287941572568114,0.00863851502097376,0.0492424242424242,0.00863857633069986,0.083969465648855,0,0.0517241379310345,0,0.297297297297297,0.2,0.0678466076696165,0.0724299065420561,0.0454545454545455,0
0.160278745644599,0.136363636363636,0,0.113636363636364,0.0949367088607595,0.0662977564839206,0.04,0.224186046511628,0.225732932767015,0.0194698019119313,0.0681818181818182,0.0194700476152475,0.16412213740458,0,0.0344827586206897,0,0.27027027027027,0.183333333333333,0.0766961651917404,0.123831775700935,0.136363636363636,0
0.167247386759582,0.136363636363636,0,0.113636363636364,0.0994575045207957,0.0700710459386626,0.04,0.226418604651163,0.236092406505749,0.0207974969236016,0.0681818181818182,0.0207973115562294,0.16793893129771,0,0.0517241379310345,0,0.27027027027027,0.191666666666667,0.079646017699115,0.130841121495327,0.136363636363636,0
0.0209059233449477,0,0,0,0.0126582278481013,0.00633806551986281,0.165,0.0558139534883721,0.0866569978245105,0.000463572576540198,0.00757575757575758,0.000463295471674691,0.0152671755725191,0,0,0,0.162162162162162,0.05,0.0117994100294985,0.014018691588785,0,0
0.226480836236934,0.25,0.16,0.25,0.16003616636528,0.116440328230721,0.025,0.38046511627907,0.233502538071066,0.0580676914482851,0.117424242424242,0.0580676588726625,0.209923664122137,0.0909090909090909,0.0862068965517241,0,0.405405405405405,0.183333333333333,0.172566371681416,0.14018691588785,0.25,0
0.0452961672473868,0,0,0,0.0262206148282098,0.0149694020068647,0.09,0.104744186046512,0.109137055837563,0.00205284111615666,0.0151515151515152,0.00205268711373571,0.0267175572519084,0.0454545454545455,0.0344827586206897,0,0.243243243243243,0.0666666666666667,0.028023598820059,0.0233644859813084,0,0
0.0975609756097561,0.0454545454545454,0,0.0454545454545454,0.0578661844484629,0.0379892458724911,0.055,0.170604651162791,0.169998964052626,0.00849002524634047,0.0378787878787879,0.00849005577279458,0.0954198473282443,0,0.0172413793103448,0,0.297297297297297,0.125,0.0575221238938053,0.058411214953271,0.0454545454545455,0
0.0174216027874564,0,0,0,0.0126582278481013,0.00611581018384052,0.2,0.0465116279069767,0.100331503159639,0.000372779222736848,0.00757575757575758,0.000372963938321851,0.0152671755725191,0,0,0,0.135135135135135,0.05,0.0117994100294985,0.014018691588785,0,0
0.0383275261324042,0,0,0,0.0325497287522604,0.0177614846656446,0.095,0.0976744186046512,0.138765150730343,0.0022733744472158,0.0189393939393939,0.00227325122584878,0.0343511450381679,0,0,0,0.189189189189189,0.0666666666666667,0.0353982300884956,0.0280373831775701,0,0
0.128919860627178,0.136363636363636,0,0.136363636363636,0.107594936708861,0.0737382589830303,0.03,0.297674418604651,0.189008598363203,0.0287642211748266,0.071969696969697,0.028763666108052,0.114503816793893,0,0.103448275862069,0,0.324324324324324,0.15,0.104719764011799,0.11214953271028,0.136363636363636,0
0.456445993031359,0.340909090909091,0.4,0.272727272727273,0.291139240506329,0.259225490666539,0.015,0.551627906976744,0.358644980834974,0.187382858023917,0.257575757575758,0.187383067769709,0.385496183206107,0.159090909090909,0.379310344827586,0,0.702702702702703,0.475,0.283185840707965,0.303738317757009,0.340909090909091,0
0.0871080139372822,0.0681818181818182,0,0.0681818181818182,0.0732368896925859,0.0528816162003935,0.04,0.219348837209302,0.184036050968611,0.0151951252004635,0.053030303030303,0.0151950939447947,0.0916030534351145,0,0,0,0.405405405405405,0.175,0.0707964601769911,0.0771028037383178,0.0681818181818182,0
0.191637630662021,0.0909090909090909,0,0.0681818181818182,0.160940325497288,0.124856986268156,0.04,0.245395348837209,0.388221278359059,0.0401545537485109,0.125,0.0401543062094894,0.183206106870229,0.0227272727272727,0.0862068965517241,0,0.351351351351351,0.283333333333333,0.160766961651917,0.161214953271028,0.0909090909090909,0
0.0696864111498258,0,0,0,0.0687160940325497,0.0461381872551719,0.08,0.115348837209302,0.305241893711799,0.00697415492831343,0.0454545454545455,0.00697437022849999,0.0534351145038168,0,0,0,0.216216216216216,0.166666666666667,0.0663716814159292,0.0724299065420561,0,0
0.146341463414634,0.113636363636364,0.16,0.0909090909090909,0.0858951175406872,0.0642734649859449,0.025,0.351627906976744,0.139490313892054,0.0296163055627077,0.0643939393939394,0.029616550953635,0.114503816793893,0,0.172413793103448,0,0.567567567567568,0.166666666666667,0.0870206489675516,0.0841121495327103,0.113636363636364,0
0.0383275261324042,0.0681818181818182,0,0.0227272727272727,0.0397830018083183,0.0251350580010658,0.05,0.182697674418605,0.10499326634207,0.00601649902120824,0.0265151515151515,0.00601674513872263,0.0381679389312977,0,0,0,0.324324324324324,0.0916666666666667,0.0383480825958702,0.0420560747663551,0.0681818181818182,0
0.0348432055749129,0,0,0,0.0235081374321881,0.0125005998368444,0.085,0.111627906976744,0.0854656583445561,0.00182864403158697,0.0113636363636364,0.00182879791450536,0.0305343511450382,0,0.0172413793103448,0,0.216216216216216,0.05,0.0250737463126844,0.0210280373831776,0,0
0.0871080139372822,0.0227272727272727,0,0.0227272727272727,0.0614828209764919,0.0403633369618201,0.07,0.133023255813953,0.231637832798094,0.00703320601430693,0.0416666666666667,0.00703311343423864,0.0801526717557252,0,0.0517241379310345,0,0.243243243243243,0.141666666666667,0.0604719764011799,0.0630841121495327,0.0227272727272727,0
0.275261324041812,0.227272727272727,0,0.227272727272727,0.247739602169982,0.20681995549842,0.015,0.534139534883721,0.295503988397389,0.144752499749772,0.208333333333333,0.144752680020217,0.251908396946565,0.0454545454545455,0.172413793103448,0,0.594594594594595,0.341666666666667,0.246312684365782,0.25,0.227272727272727,0
0.21602787456446,0.159090909090909,0,0.159090909090909,0.167269439421338,0.135064315137861,0.02,0.452651162790698,0.227649435408681,0.0801276747286382,0.136363636363636,0.080127949352273,0.198473282442748,0.0454545454545455,0.120689655172414,0,0.594594594594595,0.275,0.165191740412979,0.170560747663551,0.159090909090909,0
0.0313588850174216,0.0227272727272727,0,0.0227272727272727,0.0207956600361664,0.011058465781518,0.04,0.238697674418605,0.0353258054490832,0.00345993797911851,0.0113636363636364,0.00345975314553241,0.0305343511450382,0,0,0,0.297297297297297,0.025,0.023598820058997,0.0163551401869159,0.0227272727272727,0
0.0278745644599303,0.0227272727272727,0,0,0.0280289330922242,0.0163244018679551,0.09,0.104186046511628,0.119548326944991,0.00222873207250747,0.0151515151515152,0.00222891673095168,0.0229007633587786,0,0,0,0.216216216216216,0.0833333333333333,0.0250737463126844,0.0327102803738318,0.0227272727272727,0
0.118466898954704,0.0909090909090909,0,0.0681818181818182,0.0804701627486438,0.0566940529018212,0.025,0.37953488372093,0.114006008494768,0.0281973553795647,0.0568181818181818,0.0281972929357416,0.110687022900763,0.0227272727272727,0.0517241379310345,0,0.486486486486487,0.125,0.0811209439528024,0.0794392523364486,0.0909090909090909,0
0.0278745644599303,0,0,0,0.0226039783001808,0.0116822960996714,0.2,0.0465116279069767,0.19165026416658,0.000712061270520137,0.0113636363636364,0.000712122824284663,0.0267175572519084,0,0,0,0.135135135135135,0.0666666666666667,0.0250737463126844,0.0186915887850467,0,0
0.0522648083623693,0.0227272727272727,0,0.0227272727272727,0.0316455696202532,0.0172677242316406,0.035,0.255813953488372,0.0514865844815083,0.00578869975881726,0.0189393939393939,0.00578897667118878,0.0419847328244275,0,0.0172413793103448,0.166666666666667,0.297297297297297,0.0333333333333333,0.0368731563421829,0.0233644859813084,0.0227272727272727,0
0.0139372822299652,0,0,0,0.00904159132007233,0.00354472004667362,0.135,0.0697674418604651,0.0387962291515591,0.000324134428227084,0.00378787878787879,0.000324195993935041,0.0114503816793893,0,0,0,0.135135135135135,0.0166666666666667,0.0103244837758112,0.00700934579439252,0,0
0.0522648083623693,0,0,0,0.0253164556962025,0.0138139268224306,0.11,0.0850232558139535,0.123951103283953,0.00153963853407865,0.0151515151515152,0.00153951533530179,0.0419847328244275,0.0227272727272727,0.0172413793103448,0,0.216216216216216,0.0583333333333333,0.0294985250737463,0.0186915887850467,0.0227272727272727,0
0.0104529616724739,0,0,0,0.00632911392405063,0.00248143031411246,0.165,0.0558139534883721,0.0339272764943541,0.000181494344072821,0.00378787878787879,0.000181771429078108,0.00763358778625954,0,0,0,0.162162162162162,0.00833333333333333,0.00884955752212389,0.00233644859813084,0,0
0.0383275261324042,0.0227272727272727,0,0.0227272727272727,0.0216998191681736,0.0112150547682609,0.145,0.0638139534883721,0.134155184916606,0.000937459081030251,0.0113636363636364,0.000937674567073657,0.0305343511450382,0.0454545454545455,0,0,0.162162162162162,0.0583333333333333,0.023598820058997,0.0186915887850467,0.0227272727272727,0
0.024390243902439,0.0227272727272727,0,0,0.0180831826401447,0.00934608944261898,0.095,0.0976744186046512,0.0730342898580752,0.00119626170296004,0.00757575757575758,0.00119647718103548,0.0190839694656489,0,0,0,0.189189189189189,0.05,0.0162241887905605,0.0210280373831776,0.0227272727272727,0
0.0104529616724739,0,0,0,0.00452079566003617,0.00146612752910156,0.25,0.0372093023255814,0.0300424738423288,7.14893752225769e-05,0,7.14893730215732e-05,0.00763358778625954,0,0,0,0.108108108108108,0.00833333333333333,0.00589970501474926,0.00233644859813084,0,0
0.0452961672473868,0.0227272727272727,0,0.0227272727272727,0.0262206148282098,0.0152712146506676,0.075,0.127813953488372,0.0911115715321662,0.00255963982655237,0.0151515151515152,0.00255976289912129,0.0419847328244275,0.0227272727272727,0,0,0.27027027027027,0.0666666666666667,0.0265486725663717,0.0257009345794393,0.0227272727272727,0
0.191637630662021,0.0454545454545454,0,0.0227272727272727,0.0913200723327306,0.0678775373098517,0.065,0.13953488372093,0.371231741427535,0.0124116885313216,0.0681818181818182,0.012411441846443,0.125954198473282,0.113636363636364,0.241379310344828,0,0.27027027027027,0.25,0.0825958702064897,0.105140186915888,0.0454545454545455,0
0.101045296167247,0.0227272727272727,0,0.0227272727272727,0.0497287522603978,0.0314188225013323,0.055,0.170604651162791,0.140578058634621,0.00702156820903813,0.0303030303030303,0.00702147562932816,0.0801526717557252,0,0.0689655172413793,0,0.297297297297297,0.1,0.051622418879056,0.0467289719626168,0.0227272727272727,0
0.177700348432056,0.159090909090909,0,0.159090909090909,0.223327305605787,0.181936197564789,0.02,0.429395348837209,0.323370972754584,0.102361794058198,0.181818181818182,0.102361698543168,0.17175572519084,0,0.0344827586206897,0.25,0.486486486486487,0.325,0.216814159292035,0.233644859813084,0.159090909090909,0
0.139372822299652,0.113636363636364,0.08,0.113636363636364,0.0985533453887884,0.0722355098360614,0.025,0.343255813953488,0.160571842950378,0.0324929986132231,0.071969696969697,0.0324927513100843,0.133587786259542,0,0.0344827586206897,0,0.486486486486487,0.166666666666667,0.100294985250737,0.0957943925233645,0.113636363636364,0
0.0104529616724739,0,0,0,0.000904159132007233,0,0,0,0,0,0,0,0.00381679389312977,0.0227272727272727,0,0,0.027027027027027,0,0.00147492625368732,0,0,0
0.0487804878048781,0,0,0,0.0235081374321881,0.0128276687688317,0.145,0.0651162790697674,0.150315963949031,0.00109460024000356,0.0113636363636364,0.00109450784277215,0.0305343511450382,0.0454545454545455,0.0517241379310345,0,0.189189189189189,0.0666666666666667,0.0265486725663717,0.0186915887850467,0,0
0.0278745644599303,0,0,0,0.0280289330922242,0.0135424217244488,0.145,0.0638139534883721,0.162022169273801,0.00113203825906931,0.0151515151515152,0.00113219216343468,0.0267175572519084,0,0,0,0.108108108108108,0.0583333333333333,0.028023598820059,0.0280373831775701,0,0
0.0139372822299652,0,0,0,0.00723327305605787,0.00303075458212208,0.165,0.0558139534883721,0.0414378949549363,0.000221672481310316,0.00378787878787879,0.000221672474485498,0.0114503816793893,0,0,0,0.162162162162162,0.0166666666666667,0.00884955752212389,0.00467289719626168,0,0
0.0836236933797909,0,0,0,0.0587703435804702,0.0390298049456863,0.075,0.12093023255814,0.246296488138403,0.00618509325838258,0.0378787878787879,0.00618521621933161,0.049618320610687,0.0227272727272727,0.0344827586206897,0,0.243243243243243,0.15,0.0575221238938053,0.0607476635514019,0,0
0.153310104529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0104529616724739,0,0,0,0.00361663652802893,0.00101025152737403,0.335,0.027906976744186,0.0276079975137263,3.69454135517193e-05,0,3.71301394763209e-05,0.00763358778625954,0,0,0,0.0810810810810811,0.00833333333333333,0.00442477876106195,0.00233644859813084,0,0
0.0766550522648084,0.0454545454545454,0,0.0227272727272727,0.0632911392405063,0.0399870182678732,0.035,0.263813953488372,0.115663524292966,0.0138257742350137,0.0416666666666667,0.0138257122336605,0.0687022900763359,0.0227272727272727,0.0172413793103448,0,0.324324324324324,0.0916666666666667,0.0648967551622419,0.0607476635514019,0.0454545454545455,0
0.0452961672473868,0,0,0,0.0298372513562387,0.0170341035659353,0.12,0.0781395348837209,0.166321350875376,0.00174419297377667,0.0151515151515152,0.00174400819301466,0.0381679389312977,0,0,0,0.189189189189189,0.0833333333333333,0.0309734513274336,0.0280373831775701,0,0
0.0592334494773519,0.0227272727272727,0,0,0.0352622061482821,0.0196999047837935,0.05,0.179348837209302,0.0838081425463586,0.00463138467930965,0.0189393939393939,0.00463129217318827,0.0534351145038168,0,0.0344827586206897,0,0.243243243243243,0.0583333333333333,0.0353982300884956,0.0350467289719626,0.0227272727272727,0
0.13588850174216,0.0681818181818182,0,0.0454545454545454,0.0994575045207957,0.0688183340447188,0.035,0.282232558139535,0.186107945716358,0.0254469232798623,0.0681818181818182,0.0254468917085628,0.118320610687023,0.0227272727272727,0.0344827586206897,0,0.351351351351351,0.15,0.100294985250737,0.0981308411214953,0.0681818181818182,0
0.0801393728222997,0.0454545454545454,0,0.0227272727272727,0.0723327305605787,0.0469148181168406,0.035,0.257674418604651,0.138972340205118,0.0158371441244585,0.0454545454545455,0.0158373899396164,0.0687022900763359,0.0227272727272727,0.0172413793103448,0,0.324324324324324,0.108333333333333,0.0737463126843658,0.0700934579439252,0.0454545454545455,0
0.177700348432056,0.113636363636364,0,0.0909090909090909,0.120253164556962,0.0847222187144044,0.03,0.302325581395349,0.213871335336165,0.0335655239686295,0.0833333333333333,0.0335656460865941,0.16412213740458,0.0681818181818182,0.0344827586206897,0,0.351351351351351,0.166666666666667,0.122418879056047,0.116822429906542,0.113636363636364,0
0.0348432055749129,0,0,0,0.0126582278481013,0.00654264145415605,0.125,0.0744186046511628,0.0670775924583031,0.00063798571634894,0.00757575757575758,0.000637862545332021,0.0229007633587786,0,0.0172413793103448,0,0.216216216216216,0.0416666666666667,0.0132743362831858,0.0116822429906542,0,0
0.0766550522648084,0.113636363636364,0.2,0.0227272727272727,0.0632911392405063,0.0437931408972549,0.025,0.368186046511628,0.0907489899513105,0.0211316374013323,0.0454545454545455,0.0211314828115163,0.0648854961832061,0,0.0689655172413793,0,0.513513513513514,0.1,0.0663716814159292,0.058411214953271,0.113636363636364,0
